순번,금융 상품명,전처리 대출 한도,대출 한도,전처리 이자율,이자율 ,전처리 최대 상환 기간,최대 상환 기간,상환 방법,대출종류명,대상,금융회사 명,지역,전처리 된 연령 시작,전처리 된 연령 끝,연령 제한,수급자여부,전처리 소득 시작 조건,전처리 소득 끝 조건,전처리 신용점수 시작,전처리 신용점수 이하,대출 조건,신청 방법,보증료율,연락처,상품 기간
311,(전라북도 소상공인 민생회복 금융지원사업 Track 2) 소기업육성 4無 안심자금 지원_Track2(“초기창업자 지원부문”),9900,9900,3.5,은행별로 상이,8,"7, 8",원금균등분할상환,창업,소상공인,전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,전북신용보증재단 각 지점 문의,,전북신용보증재단 사업장주소지 관할 영업점,자금 소진시까지
312,(전라북도 소상공인 민생회복 금융지원사업 Track 2) 소기업육성 4無 안심자금 지원_Track3(“희망기업 지원부문”),40000,40000,3.5,은행별로 상이,8,"7, 8",원금균등분할상환,운영,소기업,전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,전북신용보증재단 각 지점 문의,,전북신용보증재단 사업장주소지 관할 영업점,자금 소진시까지
313,(전라북도 소상공인 민생회복 금융지원사업 Track 2) 소기업육성 4無 안심자금 지원_Track4(“유망기업 지원부문”),80000,80000,3.5,은행별로 상이,8,"7, 8",원금균등분할상환,운영,소기업,전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,전북신용보증재단 각 지점 문의,,전북신용보증재단 사업장주소지 관할 영업점,자금 소진시까지
314,(전라북도 소상공인 민생회복 금융지원사업 Track 3) 자영업자 다시서기 프로젝트,5000,5000,3.5,은행별로 상이,8,"2, 3, 4, 5, 7, 8",원금균등분할상환,창업,소상공인,전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,전북신용보증재단 각 지점 문의,,전북신용보증재단 사업장주소지 관할 영업점,자금 소진시까지
315,국민은행 특별출연부 외식업자영업자 금융지원 협약보증,5000,5000,3.5,대출실행 은행에 문의,4,"0, 4","원금균등분할상환, 일시상환",운영,소상공인,전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,전북신용보증재단 각 지점 문의,,전북신용보증재단 사업장주소지 관할 영업점,자금 소진시까지
316,충북 스타트업 활성화 지원 특별보증,10000,10000,0,-,0,-,-,운영,소상공인,충북신용보증재단,충북,0,99,없음,1,0,999999,0,1000,없음,충북신용보증재단 지점 문의,,충북신용보증재단 043-249-5700,상시접수
317,전남형 뉴딜 기업 특별보증,10000,10000,3.5,은행 자체 산정,0,-,-,운영,중소기업,전남신용보증재단,전남,0,99,없음,1,0,999999,0,1000,없음,전남신용보증재단 각 지점 방문,,전남신용보증재단 061-729-0600,자금 소진시까지
318,시·군 소상공인 융자금 이차보전사업,5000,5000,0,-,0,0,일시상환,시설,소상공인,전남신용보증재단,전남,0,99,없음,1,0,999999,0,1000,없음,전남신용보증재단 각 지점 방문,,전남신용보증재단 061-729-0600,자금 소진시까지
319,문화예술인 보증,10000,10000,0,-,0,-,-,운영,문화예술인,제주신용보증재단,제주,0,99,없음,1,0,999999,0,1000,없음,제주신용보증재단 방문 및 상담,,제주신용보증재단(064-750-4800),자금 소진시까지
320,세종특별자치시 소상공인 자금,5000,5000,0,-,2,"0, 2","일시상환, 균등분할상환",운영,소상공인,세종신용보증재단,세종,0,99,없음,1,0,999999,0,1000,없음,세종신용보증재단 방문 및 상담,,세종신용보증재단 지점,자금 소진시까지
321,스마트·혁신성장 소상공인 지원 특례보증_(스마트),7000,7000,0,-,0,-,-,운영,소상공인,세종신용보증재단,세종,0,99,없음,1,0,999999,0,1000,없음,세종신용보증재단 방문 및 상담,,세종신용보증재단 지점,2021.4.19 ~ 한도소진시
322,스마트·혁신성장 소상공인 지원 특례보증_(혁신성장),10000,10000,0,-,0,-,-,운영,소상공인,세종신용보증재단,세종,0,99,없음,1,0,999999,0,1000,없음,세종신용보증재단 방문 및 상담,,세종신용보증재단 지점,2021.4.19 ~ 한도소진시
323,중·저신용 소상공인 지원 특례보증,2000,2000,0,-,0,-,-,운영,"소기업, 소상공인",세종신용보증재단,세종,0,99,없음,1,0,999999,0,1000,없음,세종신용보증재단 방문 및 상담,,세종신용보증재단 지점,2021.8.2. ~ 한도소진시
324,충청남도 소상공인자금,5000,5000,0,-,3,"0, 3","일시상환, 균등분할상환",운영,"소기업, 소상공인",충남신용보증재단,충남,0,99,없음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
325,서해안 신관광벨트 조성 지원 특화보증,5000,5000,3.5,금융회사와 고객의 약정금리,0,-,"일시상환, 균등분할상환",운영,"소기업, 소상공인",충남신용보증재단,충남,0,99,없음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
326,소문난샵 활성화 지원 특화보증,5000,5000,3.5,고객과 금융회사 간의 약정금리,0,-,"일시상환, 균등분할상환",운영,소상공인,충남신용보증재단,충남,0,99,없음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
327,2022년 3대위기 극복 지원 특화보증,5000,5000,3.5,금융회사와 고객의 약정금리,0,-,"일시상환, 균등분할상환",운영,"소기업, 소상공인",충남신용보증재단,충남,20,99,있음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
328,2022년 ESG경영 지원 특화보증,5000,5000,3.5,금융회사와 고객의 약정금리,0,-,"일시상환, 균등분할상환",운영,"소기업, 소상공인",충남신용보증재단,충남,0,99,없음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
329,2022년 사회안전망 구축지원 특화보증,5000,5000,3.5,금융회사와 고객의 약정금리,0,-,"일시상환, 균등분할상환",운영,"소기업, 소상공인",충남신용보증재단,충남,0,99,없음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
330,2022년 일자리 창출 지원 특화보증,5000,5000,3.5,금융회사와 고객의 약정금리,0,-,"일시상환, 균등분할상환",운영,"소기업, 소상공인",충남신용보증재단,충남,20,99,있음,1,0,999999,0,1000,없음,충남신용보증재단 방문 및 상담,,충남신용보증재단(041-530-3800),자금 소진시까지
331,창원시 소상공인 육성자금,5000,5000,0,-,4,4,균등분할상환,운영,소상공인,경남신용보증재단,경남,0,99,없음,1,0,999999,0,1000,없음,경남신용보증재단 방문 및 상담,,경남신용보증재단 홈페이지,2022.10.31. ~ 2022.12.31.(또는 자금 소진시까지)
332,2022년 강원도 문턱 없애기 협약보증,1000,1000,0,-,4,4,분할상환,운영,"소기업, 소상공인",강원신용보증재단,강원,0,99,없음,1,0,999999,0,1000,없음,비대면 보증 / 대면 보증 운영,,"지원문의춘천지점: 033-260-0011(관할구역: 춘천, 화천, 양구, 철원)원주지점: 033-260-0051(관할구역: 원주, 횡성)강릉지점: 033-260-0061(관할구역: 강릉, 평창)속초지점: 033-260-0072(관할구역: 속초, 고성, 양양)태백지점: 033-260-0081(관할구역: 태백, 정선, 영월)동해지점: 033-260-0087(관할구역: 동해, 삼척)홍천지점: 033-260-0077(관할구역: 홍천, 인제)？？",2022. 11. 24. ~ 한도 소진 시까지
333,2023 춘천시 출연 협약보증,10000,10000,0,-,0,0,-,운영,"중소기업, 소상공인",강원신용보증재단,강원,0,99,없음,1,0,999999,0,1000,없음,"춘천지점: 033-260-0011(관할구역: 춘천, 양구, 철원, 화천)",,"춘천지점: 033-260-0011(관할구역: 춘천, 양구, 철원, 화천)",2023. 1. 12. ~ 한도 소진 시 까지
334,2023 강원도 소상공인 경영안정자금 협약보증,5000,5000,0,-,3,3,"일시상환, 원금균등분할상환",운영,"소기업, 소상공인",강원신용보증재단,강원,0,99,없음,1,0,999999,0,1000,없음,"* 고객 편의 증진을 위해 도내 대출 취급은행(NH농협은행, 신한은행)에서 바로 신청 및 접수* 전화 문의의 경우, 각 은행 대표전화(콜센터)를 통해 사업장 근처 지점으로 연결 후 해당 은행 지점에 """"2023 강원도 소상공인 경영안정자금""""？ 신청 문의* NH농협은행 콜센터 : 1661-3000* 신한은행 콜센터 : 1577-8000",,"* 고객 편의 증진을 위해 도내 대출 취급은행(NH농협은행, 신한은행)에서 바로 신청 및 접수* 전화 문의의 경우, 각 은행 대표전화(콜센터)를 통해 사업장 근처 지점으로 연결 후 해당 은행 지점에 """"2023 강원도 소상공인 경영안정자금""""？ 신청 문의* NH농협은행 콜센터 : 1661-3000* 신한은행 콜센터 : 1577-8000",2023. 1. 31. ~ 한도 소진 시 까지
335,경기도 중소기업 육성자금(운전_소재ㆍ부품ㆍ장비 국산화 기업),50000,50000,0,-,2,2,균등분할상환,운영·시설,중소기업,경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,경기신용보증재단 각 지점 및 기술평가센터 방문,,경기신용보증재단 각 지점 및 기술평가센터(1577-5900),연중 수시(자금 소진시까지)
336,경기도 중소기업 육성자금(운전_탄소중립기업),20000,20000,0,-,3,3,균등분할상환,운영·시설,중소기업,경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,경기신용보증재단 각 지점 및 기술평가센터 방문,,경기신용보증재단 각 지점 및 기술평가센터(1577-5900),연중 수시(자금 소진시까지)
337,경기도 중소기업 육성자금(운전_일자리창출기업),50000,50000,0,-,2,2,균등분할상환,운영·시설,중소기업,경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,경기신용보증재단 각 지점 및 기술평가센터 방문,,경기신용보증재단 각 지점 및 기술평가센터(1577-5900),연중 수시(자금 소진시까지)
338,경기도 중소기업 육성자금(운전_혁신창업사업화기업),50000,50000,1.75,1.75,2,2,균등분할상환,운영·시설,중소기업,경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,경기신용보증재단 각 지점 및 기술평가센터 방문,,경기신용보증재단 각 지점 및 기술평가센터(1577-5900),연중 수시(자금 소진시까지)
339,경기도 중소기업 육성자금(운전_성장디딤돌 기업),50000,50000,0,-,2,2,균등분할상환,운영·시설,중소기업,경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,경기신용보증재단 각 지점 및 기술평가센터 방문,,경기신용보증재단 각 지점 및 기술평가센터(1577-5900),연중 수시(자금 소진시까지)
340,금융기관 특별출연 협약보증,80000,80000,0,-,0,-,-,운영·시설,"중소기업, 소상공인",경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,상담 및 문의 : 경기신용보증재단 각 지점 (1577-5900),,경기신용보증재단 각 지점(1577-5900),2011.03.14 ~ 자금소진시 또는 사업종료시
341,경기도 취약 소상공인 자금(경영개선자금),2000,2000,4.15,4.15,5,5,원리금균등분할상환,운영·시설,"사업자, 소상공인",경기신용보증재단,경기,0,99,없음,1,0,4700,0,1000,(금융소외자) 연소득이 47백만원 이하,상담 및 문의 : 경기신용보증재단 각 지점 (1577-5900),-,경기신용보증재단 각 지점 (1577-5900),2022.04.11 ~ 자금 소진 시까지
342,경기도 취약 소상공인 자금(특별지원자금),5000,5000,4.15,4.15,5,5,원리금균등분할상환,운영·시설,"사업자, 소상공인",경기신용보증재단,경기,0,99,없음,1,0,4700,0,1000,(금융소외자) 연소득이 47백만원 이하,상담 및 문의 : 경기신용보증재단 각 지점 (1577-5900),-,경기신용보증재단 각 지점 (1577-5900),2022.04.11 ~ 자금 소진 시까지
343,일반경영안정자금(창업초기자금),7000,7000,0,-,3,3,,운영·시설,"사업자, 소상공인",경북신용보증재단,경북,0,99,없음,1,0,999999,0,1000,,기관 문의,,경북신용보증재단 054-474-7100,상시
344,일반경영안정자금(여성가장 지원),7000,7000,0,-,3,3,,운영·시설,"사업자, 소상공인",경북신용보증재단,경북,0,99,없음,1,0,999999,0,1000,,기관 문의,,경북신용보증재단 054-474-7100,상시
345,일반경영안정자금(사업전환자금),10000,10000,0,-,3,3,,운영·시설,"사업자, 소상공인",경북신용보증재단,경북,0,99,없음,1,0,999999,0,1000,,기관 문의,,경북신용보증재단 054-474-7100,상시
346,북구 디딤돌 특례보증,2000,2000,0,-,4,4,원금균등분할상환,운영·시설,"사업자, 소상공인",광주신용보증재단,광주,0,99,없음,1,0,999999,0,1000,,광주신용보증재단 홈페이지에서 보증상담 예약,,광주신용보증재단 062-950-0011,2022.02.18.~ 소진시
347,생활안정자금 융자(자녀양육비),1000,1000,1.5,1.5,4,"3, 4",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3108,0,1000,월평균 소득 296만원 이하 (비정규직 근로자 예외),- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2023. 1. 5.(목)부터 사업마감일(별도공지)까지
348,경상남도 중소기업 육성자금 지원(경영안정자금),"100,000","경영안정자금: 100,000시설설비자금: 200,000",3.5,특정금리,6,"0,1,3,5,6","만기일시상환(2년), 원리금균등분할상환",운영·시설,중소기업,경상남도 경제진흥원,경남,0,99,없음,1,0,999999,0,1000,없음,"접수처 : 16개 취급기관- 14개 은행 : 경남, 농협, 국민, 부산, 신한, 우리, 제일, 기업, 하나, 산업, 대구, 수협, 새마을, 신협- 2개 기금 : 신용보증기금, 기술보증기금",-,경남경제진흥원(☏055-230-2901~3)경상남도 홈페이지(https://www.gyeongnam.go.kr) 「도정소식 - 고시공고」경남경제진흥원 홈페이지(https://www.gnepa.or.kr) 「지원사업안내 - 사업공고」‘중소기업육성자금 지원계획 변경공고’ 게시 예정,2022. 7. 1. ~ 자금 소진 시까지
349,벤처지식산업지원자금(시설),"50,000","(시설) 50,000(운전) 20,000",1.8,1.8,3,시설 3년,- 시설자금 : 2년 거치 3년균분상환 - 운전자금 : 일시상환,운영·시설,중소기업,충청북도기업진흥원,충북,0,99,없음,1,0,999999,0,1000,없음,"충북기업진흥원(기업지원팀) 방문 및 우편, 온라인 신청 (e-기업사랑센터, ebizcb.chungbuk.go.kr)",-,충북기업진흥원(043-230-9751~6),한도 소진 시까지
350,한국은행 경기본부 중소기업 지원자금 연계보증(중소기업),"80,000","(중소기업) 80,000(소상공인) 10,000",3.5,은행금리,1,1,만기일시상환,운영·시설,"사업자, 소상공인",경기신용보증재단,경기,0,99,없음,1,0,999999,0,1000,없음,상담 및 문의 : 경기신용보증재단 각 지점 (1577-5904),-,경기신용보증재단 각 지점 (1577-5900),2016.07.11~자금소진시
